NO,共通ID,施設・場所名,住所,洪水,崖崩れ、土石流及び地滑り,高潮,地震,津波,大規模な火事,内水氾濫,火山現象,指定避難所との住所同一,緯度,経度,備考
950,E2721700055201,池内記念会館,大阪府松原市天美東8-6-6,,,,1,,,,,,34.58771877,135.5327617,
951,E2721700060201,堀公民館,大阪府松原市天美南4-8-28,1,,,,,,,,,34.58252486,135.5356167,
952,E2721700061201,松原中央公園,大阪府松原市田井城１地内,1,,,1,,,,,,34.57863101,135.549043,
953,E2721700066201,新栄公民館,大阪府松原市東新町1-38-8,1,,,1,,,,,,34.58241153,135.5413866,
954,E2721700067201,新栄連合会館,大阪府松原市東新町2-168-2,1,,,1,,,,,,34.5806928,135.5426389,
955,E2721700069201,東代公民館,大阪府松原市東新町5-10-23,1,,,1,,,,,,34.57359599,135.5422367,
956,E2721700074201,新町南公園,大阪府松原市南新町３地内,1,,,1,,,,,,34.57176705,135.535927,
957,E2721700078201,別所公民館,大阪府松原市別所6-5-12,,,,1,,,,,,34.58882858,135.5642113,
958,E2721700079201,向井公民館,大阪府松原市北新町1-5-16,1,,,1,,,,,,34.57839929,135.5374957,
959,E2721700081201,高木町公民館,大阪府松原市北新町5-2-24,1,,,,,,,,,34.5811689,135.5319509,
960,E2721700080201,北新町大池公園,大阪府松原市北新町３地内,1,,,1,,,,,,34.58123246,135.5330249,
961,E2721700082201,立部公民館,大阪府松原市立部2-213-2,1,,,,,,,,,34.56379462,135.5632609,
962,E2721700083201,大塚運動広場,大阪府松原市立部3-399-1,1,,,1,,,,,,34.56700964,135.567561,
963,E2721500001201,市立宇谷小学校,大阪府寝屋川市宇谷町8-1,1,1,,1,,,,,1,34.766333256481,135.64542584061,
964,E2721500002201,市立南小学校,大阪府寝屋川市下木田町16-15,1,,,1,,,,,1,34.749369670422,135.62294487381,
965,E2721500003201,市立市民体育館,大阪府寝屋川市下木田町16-16,1,,,1,,,,,1,34.748294045419,135.62249633721,
966,E2721500004201,市立南コミュニティセンター,大阪府寝屋川市下木田町16-50,1,,,1,,,,,1,34.748624625908,135.62158975056,
967,E2721500065201,府立西寝屋川高等学校,大阪府寝屋川市葛原2-19-1,,,,1,,,,,1,34.77131135539,135.60184903324,
968,E2721500006201,市立西コミュニティセンター,大阪府寝屋川市葛原2-7-1,1,,,1,,,,,1,34.770490996315,135.60544198813,
969,E2721500007201,市立エスポアール,大阪府寝屋川市錦町21-3,1,,,1,,,,,1,34.760719349524,135.61497254518,
970,E2721500008201,市立成美小学校,大阪府寝屋川市錦町23-45,1,,,1,,,,,1,34.759866253213,135.61456778162,
971,E2721500009201,公立大学工業高等専門学校,大阪府寝屋川市幸町26-12,1,,,1,,,,,,34.77046325482,135.62936130998,
972,E2721500010201,市立第一中学校,大阪府寝屋川市高宮新町32-1,1,,,1,,,,,1,34.762364469745,135.63166683321,
973,E2721500011201,市立東コミュニティセンター,大阪府寝屋川市高宮新町32-2,1,1,,1,,,,,1,34.761299633716,135.63120978118,
974,E2721500012201,市立西小学校,大阪府寝屋川市高柳3-1-27,1,,,1,,,,,1,34.765359320947,135.61048440479,
975,E2721500013201,市立第九中学校,大阪府寝屋川市高柳4-16-16,1,,,1,,,,,1,34.761287694794,135.60818135789,
976,E2721500014201,市立啓明小学校,大阪府寝屋川市高柳6-3-1,1,,,1,,,,,1,34.759850397806,135.60384887751,
977,E2721500015201,市立国松緑丘小学校,大阪府寝屋川市国松町47-1,1,1,,1,,,,,1,34.770567666265,135.63776257395,
978,E2721500016201,市立和光小学校,大阪府寝屋川市黒原橘町30-1,1,,,1,,,,,1,34.756239652141,135.60276527634,
979,E2721500017201,市立三井小学校,大阪府寝屋川市三井が丘3-7-3,1,1,,1,,,,,1,34.772386001006,135.64285429424,
980,E2721500018201,同志社香里中学校・高等学校,大阪府寝屋川市三井南町15-1,1,,,1,,,,,1,34.772822957338,135.63597183697,
981,E2721500019201,市立第七中学校,大阪府寝屋川市讃良東町1-1,1,,,1,,,,,1,34.748686880075,135.62575373898,
982,E2721500020201,市立北小学校,大阪府寝屋川市寿町57-29,1,,,1,,,,,1,34.782762163451,135.62559469738,
983,E2721500021201,市立中央小学校,大阪府寝屋川市初町1-25,1,,,1,,,,,1,34.763775365105,135.62584249888,
984,E2721500022201,大阪電気通信大学,大阪府寝屋川市初町18-8,1,,,1,,,,,1,34.760324619869,135.62655345661,
985,E2721500023201,市立西北コミュニティセンター,大阪府寝屋川市松屋町20-30,1,,,1,,,,,1,34.78514599534,135.62551963652,
986,E2721500024201,市立西南コミュニティセンター,大阪府寝屋川市上神田1-30-1,1,,,1,,,,,1,34.756564089805,135.61209602711,
987,E2721500025201,市立第五中学校,大阪府寝屋川市上神田2-8-1,1,,,1,,,,,1,34.755317932463,135.60783462436,
988,E2721500026201,府立北かわち皐が丘高等学校,大阪府寝屋川市寝屋北町1-1,1,,,1,,,,,1,34.773679770008,135.6553332551,
989,E2721500027201,市立市民会館,大阪府寝屋川市秦町41-1,1,,,1,,,,,1,34.762884161222,135.63148214575,
990,E2721500086201,トヨタモビリティーパーツ株式会社大阪支社,大阪府寝屋川市仁和寺本町3-1-1,1,,,1,,,,,,34.7690940871188,135.601726111193,
991,E2721500028201,市立第五小学校,大阪府寝屋川市成田西町2-3,1,1,,1,,,,,1,34.77706125555,135.6383114781,
992,E2721500029201,市立東北コミュニティーセンター,大阪府寝屋川市成田町3-3,1,1,,1,,,,,1,34.777308050955,135.63974157959,
993,E2721500030201,市立第六中学校,大阪府寝屋川市成田町3-6,1,1,,1,,,,,1,34.777901657993,135.64113117676,
994,E2721500031201,市立第十中学校,大阪府寝屋川市成田南町20-7,1,1,,1,,,,,1,34.775291296575,135.64531687423,
995,E2721500032201,市立石津小学校,大阪府寝屋川市石津元町8-1,1,,,1,,,,,1,34.776582047968,135.62012692573,
996,E2721500033201,市立地域交流センター（アルカスホール）,大阪府寝屋川市早子町12-21,1,,,1,,,,,1,34.763834860449,135.62298507623,
997,E2721500034201,市立東小学校,大阪府寝屋川市太秦元町2-1,1,1,,1,,,,,1,34.761433117541,135.63384457231,
998,E2721500035203,市立望が丘小学校・中学校,大阪府寝屋川市打上高塚町4-1,1,1,,1,,,,,1,34.755102,135.649839,
999,E2721500035202,市立望が丘地域交流スペース,大阪府寝屋川市打上高塚町4-1,1,1,,1,,,,,1,34.7558181421563,135.649395649944,
1000,E2721500037201,すばる・北斗福祉作業所（療育・自立センター）,大阪府寝屋川市大谷町7-1,1,,,1,,,,,1,34.763137655906,135.65859271775,
1001,E2721500038201,市立池田小学校,大阪府寝屋川市池田2-1-7,1,,,1,,,,,1,34.773474245216,135.61679665288,
1002,E2721500039201,市立桜小学校,大阪府寝屋川市池田新町3-23,1,,,1,,,,,1,34.773169545439,135.61205720066,
1003,E2721500059201,市立池の里市民交流センター,大阪府寝屋川市池田西町24-5,1,,,1,,,,,1,34.771065,135.608582,
1004,E2721500040201,市立第二中学校,大阪府寝屋川市池田西町27-7,1,,,1,,,,,1,34.7695543773,135.61085770478,
1005,E2721500041201,摂南大学,大阪府寝屋川市池田中町17-8,1,,,1,,,,,1,34.780025140421,135.61217217211,
1006,E2721500042201,市立中木田中学校,大阪府寝屋川市中木田町7-1,1,,,1,,,,,1,34.757947338476,135.62173127609,
1007,E2721500043201,市立点野小学校,大阪府寝屋川市点野5-26-1,1,,,1,,,,,1,34.772441272232,135.60028236707,
1008,E2721500044201,市立第八中学校,大阪府寝屋川市点野5-28-1,1,,,1,,,,,1,34.771392175565,135.59995030946,
1009,E2721500045201,市立田井小学校,大阪府寝屋川市田井西町9-1,1,,,1,,,,,1,34.776840395831,135.62580900467,
1010,E2721500046201,市立第三中学校,大阪府寝屋川市田井町17-3,1,,,1,,,,,1,34.779077130687,135.6297107268,
1011,E2721500047201,市立神田小学校,大阪府寝屋川市東神田町27-1,1,,,1,,,,,1,34.75478361912,135.61494678194,
1012,E2721500048201,市立楠根小学校,大阪府寝屋川市楠根南町21-1,1,,,1,,,,,1,34.751526720476,135.63094811712,
1013,E2721500049201,市立友呂岐中学校,大阪府寝屋川市日新町2-25,1,,,1,,,,,1,34.781051836732,135.62401823201,
1014,E2721500085201,株式会社平和堂　アル・プラザ香里園,大阪府寝屋川市日新町5-5,1,,,1,,,,,,34.7831837,135.6232996,
1015,E2721500051201,香里ヌヴェール学院（旧　大阪聖母女学院）,大阪府寝屋川市美井町18-10,1,,,1,,,,,1,34.7810243602,135.63624868542,
1016,E2721500053201,市立木屋小学校,大阪府寝屋川市豊里町19-22,1,,,1,,,,,1,34.784854794826,135.61970286493,
1017,E2721500054201,市立堀溝小学校,大阪府寝屋川市堀溝3-10-8,1,,,1,,,,,1,34.738381042201,135.62564507451,
1018,E2721500055201,府立寝屋川高等学校,大阪府寝屋川市本町15-64,1,,,1,,,,,1,34.764847997232,135.62590701149,
1019,E2721500056201,総合教育研修センター,大阪府寝屋川市明徳1-1-1,1,,,1,,,,,1,34.777018403588,135.64951401582,
1020,E2721500057201,学び館　東障害福祉センター,大阪府寝屋川市明和1-13-23,1,,,1,,,,,1,34.752090982045,135.6425136317,
1021,E2721500058201,市立木田小学校,大阪府寝屋川市木田元宮1-17-1,1,,,1,,,,,1,34.752322721171,135.62132350247,
1022,E2720500004201,岸部第一小学校,大阪府吹田市岸部中2-19-1,,,,1,,,,,1,34.777074780556,135.53603499722,
1023,E2720500009201,大阪学院大学・高等学校,大阪府吹田市岸部南2-6-1,1,,,1,,,,,,34.775427,135.540976,
1024,E2720500010201,第二中学校,大阪府吹田市岸部北1-21-1,,,,1,,,,,1,34.780655263889,135.52710360833,
1025,E2720500011201,岸部第二小学校,大阪府吹田市岸部北4-12-1,1,1,,1,,,,,1,34.782376205556,135.52915452222,
1026,E2720500015201,ＧＬＡ近畿会館,大阪府吹田市金田町28-17,1,,,,,,,,,34.7576091359096,135.506582532907,
1027,E2720500016201,吹田第一小学校,大阪府吹田市元町30-35,1,,,1,,,,,1,34.759931872222,135.52335223889,
1028,E2720500020201,吹田高校,大阪府吹田市原町4-24-14,,,,1,,,,,1,34.777588708333,135.52807825556,
1029,E2720500021201,古江台中学校,大阪府吹田市古江台1-1-1,,,,1,,,,,1,34.808068861111,135.50643025556,
1030,E2720500024201,古江公園,大阪府吹田市古江台5-4,,,,1,,,,,,34.813339952746,135.512752912776,
1031,E2720500025201,古江台小学校,大阪府吹田市古江台5-6-1,,1,,1,,,,,1,34.815502522222,135.50998006944,
1032,E2720500027201,東佐井寺小学校,大阪府吹田市五月が丘西4-1,1,,,1,,,,,1,34.786804186111,135.52268479722,
1033,E2720500029201,佐井寺中学校,大阪府吹田市五月が丘南5-1,,,,1,,,,,1,34.784275930556,135.52625921944,
1034,E2720500030201,吹田東小学校,大阪府吹田市幸町20-1,1,,,1,,,,,1,34.767716191667,135.53575256111,
1035,E2720500031201,第五中学校,大阪府吹田市幸町21-1,1,,,1,,,,,1,34.768302244444,135.53624972778,
1036,E2720500190201,ラ・ヴィベール江坂,大阪府吹田市江の木町2-39,1,,,,,,,,,34.757504,135.495468,
1037,E2720500033201,向洋電気（株）,大阪府吹田市江の木町20-15,1,,,,,,,,,34.7544735662907,135.493060239774,
1038,E2720500034201,豊津第一小学校,大阪府吹田市江坂町1-15-42,1,1,,1,,,,,1,34.761424277778,135.49985610556,
1039,E2720500035201,江坂公園,大阪府吹田市江坂町1-19,,,,1,,,,,,34.75920508742,135.49992559616,
1040,E2720500037201,豊津第二小学校,大阪府吹田市江坂町2-5-1,1,,,1,,,,,1,34.762347144444,135.49497208333,
1041,E2720500038202,江坂大池小学校,大阪府吹田市江坂町3-13-1,1,,,1,,,,,1,34.766371416667,135.49586526944,
1042,E2720500040201,吹田第三小学校,大阪府吹田市高城町18-39,1,,,1,,,,,1,34.762382561111,135.53043870278,
1043,E2720500042201,高野公園,大阪府吹田市高野台1-4,,,,1,,,,,,34.7941177708765,135.514979238591,
1044,E2720500044201,高野台小学校,大阪府吹田市高野台2-16-1,,,,1,,,,,1,34.795865566667,135.51566725556,
1045,E2720500045201,千里高校,大阪府吹田市高野台2-17-1,,,,1,,,,,1,34.800012880556,135.51492391944,
1046,E2720500046201,高野台中学校,大阪府吹田市高野台4-5-1,,,,1,,,,,1,34.791974661111,135.51932448889,
1047,E2720500047201,佐井寺小学校,大阪府吹田市佐井寺3-3-1,,1,,1,,,,,1,34.786179452778,135.51690365556,
1048,E2720500050201,佐井寺南が丘公園,大阪府吹田市佐井寺南が丘14,,,,1,,,,,,34.7793409279589,135.518546624555,
1049,E2720500053201,佐竹公園,大阪府吹田市佐竹台3-4,,,,1,,,,,,34.7894670002484,135.514278209414,
1050,E2720500054201,ねむのき公園,大阪府吹田市佐竹台4-10,,,,1,,,,,,34.7871400709487,135.516976022015,
1051,E2720500055201,佐竹台小学校,大阪府吹田市佐竹台4-12-1,,1,,1,,,,,1,34.787921730556,135.51522406389,
1052,E2720500059201,山手小学校,大阪府吹田市山手町2-15-43,1,1,,1,,,,,1,34.766999938889,135.51118387222,
1053,E2720500060201,関西大学・第一中学校・第一高等学校,大阪府吹田市山手町3-3,,,,1,,,,,,34.7702181681928,135.508598832168,
1054,E2720500061201,山田中学校,大阪府吹田市山田市場15-1,1,,,1,,,,,1,34.792621505556,135.538820025,
1055,E2720500065201,山田第三小学校,大阪府吹田市山田西1-4-1,,1,,1,,,,,1,34.792931927778,135.53178533889,
1056,E2720500066201,山田第五小学校,大阪府吹田市山田西1-6-1,1,1,,1,,,,,,34.791693219444,135.53418541667,
1057,E2720500069201,西山田小学校,大阪府吹田市山田西2-10-1,,1,,1,,,,,1,34.795557372222,135.524466225,
1058,E2720500070201,西山田中学校,大阪府吹田市山田西2-11-1,,,,1,,,,,1,34.796532802778,135.52302466667,
1059,E2720500071201,山田スポーツグラウンド,大阪府吹田市山田西2-17-1,,,,1,,,,,,34.7989025480239,135.524682845527,
1060,E2720500076201,山田第一小学校,大阪府吹田市山田東2-33-2,1,1,,1,,,,,1,34.799821669444,135.52868440278,
1061,E2720500079201,山田高校,大阪府吹田市山田東3-28-1,,,,1,,,,,1,34.801288175,135.52884214444,
1062,E2720500080201,山田東中学校,大阪府吹田市山田東4-33-1,,,,1,,,,,1,34.803101297222,135.52777165,
1063,E2720500084201,武田薬品工業㈱吹田寮（運動場）,大阪府吹田市山田南48,,,,1,,,,,,34.789170217626,135.534065145433,
1064,E2720500085201,北山田小学校,大阪府吹田市山田北1-1,,,,1,,,,,1,34.808207333333,135.52082408056,
1065,E2720500090201,寿町藤原ビル,大阪府吹田市寿町2-26-9,1,,,,,,,,,34.7532692564476,135.518733090985,
1066,E2720500095201,千里新田小学校,大阪府吹田市春日4-10-1,,1,,1,,,,,1,34.784643563889,135.50001125278,
1067,E2720500096201,吹田市立勤労者会館（アスワーク吹田）,大阪府吹田市昭和町12-1,1,,,,,,,,1,34.762428038889,135.52724097222,
1068,E2720500101201,豊津中学校,大阪府吹田市垂水町3-32-50,1,,,1,,,,,1,34.75831555,135.50413688056,
1069,E2720500103201,青山台小学校,大阪府吹田市青山台2-5-1,,,,1,,,,,1,34.821988966667,135.50407366944,
1070,E2720500104201,青山台中学校,大阪府吹田市青山台4-2-1,,,,1,,,,,1,34.822446702778,135.50843058611,
1071,E2720500105201,青山公園,大阪府吹田市青山台4-4,,,,1,,,,,,34.8240105193924,135.504886413264,
1072,E2720500106201,千里丘中学校,大阪府吹田市青葉丘南15-1,,,,1,,,,,1,34.803676041667,135.54808567222,
1073,E2720500107201,東山田小学校,大阪府吹田市青葉丘南15-10,,,,1,,,,,1,34.805332575,135.548926925,
1074,E2720500108201,吹田東高校,大阪府吹田市青葉丘南16-1,,,,1,,,,,1,34.805216952778,135.54718210556,
1075,E2720500109201,山田第二小学校,大阪府吹田市千里丘下19-1,1,1,,1,,,,,1,34.793520558333,135.55024567222,
1076,E2720500113201,南山田小学校,大阪府吹田市千里丘西9-1,,1,,1,,,,,1,34.794366058333,135.54343521111,
1077,E2722400001201,スーパービバホーム吹田千里丘店,大阪府吹田市千里丘北1-2,1,,,1,,1,1,,,34.800750644537,135.54270674471,
1078,E2720500114201,千里丘北小学校,大阪府吹田市千里丘北1-30,,,,1,,,,,1,34.799928,135.544885,
1079,E2720500117201,千里第二小学校,大阪府吹田市千里山松が丘25-1,,1,,1,,,,,1,34.779043488889,135.50928610278,
1080,E2720500121201,千里第三小学校,大阪府吹田市千里山西2-13-1,,1,,1,,,,,1,34.772643258333,135.50003118333,
1081,E2720500122201,第一中学校,大阪府吹田市千里山西2-2-1,1,,,1,,,,,1,34.772612463889,135.50220765556,
1082,E2720500130201,済生会吹田病院,大阪府吹田市川園町1-2,1,,,,,,,,,34.7615562902459,135.534705303643,
1083,E2720500131201,文化会館（メイシアター）,大阪府吹田市泉町2-29-1,1,,,,,,,,1,34.759737833333,135.51530830278,
1084,E2720500132201,吹田第二小学校,大阪府吹田市泉町3-15-18,1,,,1,,,,,1,34.758690638889,135.51084153056,
1085,E2720500134201,リーサイド豊津,大阪府吹田市泉町5-11-12,1,,,,,,,,,34.7636918700685,135.511760673949,
1086,E2720500135201,竹見台中学校,大阪府吹田市竹見台1-3-1,,,,1,,,,,1,34.795656561111,135.50408683333,
1087,E2720500136201,千里たけみ小学校,大阪府吹田市竹見台3-3-1,,,,1,,,,,1,34.795605705556,135.50171785556,
1088,E2720500138201,竹見公園,大阪府吹田市竹見台4-3,,,,1,,,,,,34.7963418671826,135.498601708923,
1089,E2720500139201,片山中学校,大阪府吹田市竹谷町35-1,,,,1,,,,,1,34.778296816667,135.52102919444,
1090,E2720500140201,総合運動場,大阪府吹田市竹谷町37-1,,,,1,,,,,1,34.779763338889,135.52260709167,
1091,E2720500141201,第三中学校,大阪府吹田市中の島町3-51,1,,,1,,,,,1,34.752065066667,135.52276159167,
1092,E2720500143201,片山小学校,大阪府吹田市朝日が丘町16-1,,1,,1,,,,,1,34.769918616667,135.51880283333,
1093,E2720500145201,津雲公園,大阪府吹田市津雲台3-13,,,,1,,,,,,34.8012638003765,135.511290129297,
1094,E2720500147201,津雲台小学校,大阪府吹田市津雲台4-7-1,,1,,1,,,,,1,34.802393666667,135.50968378056,
1095,E2720500149201,桃山台小学校,大阪府吹田市桃山台1-5-1,,,,1,,,,,1,34.791856694444,135.50338834444,
1096,E2720500150201,桃山公園,大阪府吹田市桃山台2-10,,,,1,,,,,,34.7921060035258,135.498157384532,
1097,E2720500152201,南千里中学校,大阪府吹田市桃山台4-2-1,1,,,1,,,,,1,34.787607402778,135.50034311667,
1098,E2720500153201,桃山台スポーツグラウンド,大阪府吹田市桃山台5-5-1,,,,1,,,,,,34.7906318208924,135.496379538078,
1099,E2720500156201,藤白台小学校,大阪府吹田市藤白台3-3-1,,1,,1,,,,,1,34.819669627778,135.51549980556,
1100,E2720500157201,藤白公園,大阪府吹田市藤白台3-4,,,,1,,,,,,34.8192319272986,135.51426221509,
1101,E2720500159201,千里金蘭大学・短期大学部・高等学校・中学校,大阪府吹田市藤白台5-25-1,,,,1,,,,,,34.826356209156,135.514841782186,
1102,E2720500161201,北千里高校,大阪府吹田市藤白台5-6-1,,,,1,,,,,1,34.828650641667,135.50688282222,
1103,E2720500163201,内本町コミュニティーセンター,大阪府吹田市内本町2-2-12,1,,,,,,,,1,34.758338797222,135.52583451111,
1104,E2720500191201,ライフケア吹田,大阪府吹田市内本町3-25-16,1,,,,,,,,,34.754471,135.523392,
1105,E2720500165201,南吹田公園,大阪府吹田市南金田1-12,,,,1,,,,,,34.7540194865281,135.506941025232,
1106,E2720500166201,ＧＬＡ近畿会館別館,大阪府吹田市南金田2-1-31,1,,,,,,,,,34.7571127562361,135.506249307066,
1107,E2720500167201,ビケンテクノ本社ビル,大阪府吹田市南金田2-12-1,1,,,,,,,,,34.7552933496844,135.505467725104,
1108,E2720500170201,ＮＥＳＣＯ総合ビル,大阪府吹田市南吹田1-5-25,1,,,,,,,,,34.7514046368649,135.511815840092,
1109,E2720500171201,ダスキン大阪中央工場,大阪府吹田市南吹田4-19-5,1,,,,,,,,,34.7473840868728,135.503590312375,
1110,E2720500174201,吹田南小学校,大阪府吹田市南吹田5-12-1,1,,,1,,,,,1,34.75216265,135.50390061944,
1111,E2720500173201,アドリーム江坂,大阪府吹田市南吹田5-37-35,1,,,,,,,,,34.7519018539359,135.497717065612,
1112,E2720500176201,吹田第六小学校,大阪府吹田市南清和園町43-1,1,,,1,,,,,1,34.753665216667,135.51477901389,
1113,E2720500178201,千里第一小学校,大阪府吹田市片山町4-32-10,,,,1,,,,,1,34.769390225,135.52658430278,
1114,E2720500179201,第六中学校,大阪府吹田市穂波町16-1,1,,,1,,,,,1,34.755596813889,135.50996195,
1115,E2720500180201,シティハウス吹田穂波公園,大阪府吹田市穂波町7-30,1,,,,,,,,,34.7563994612558,135.510979760783,
1116,E2720500181201,大阪府立吹田支援学校,大阪府吹田市芳野町13-120,1,,,,,,,,,34.7559806938145,135.488493701027,
1117,E2720500182201,江坂スクエアビル,大阪府吹田市芳野町14-33,1,,,,,,,,,34.7523534546914,135.491145427996,
1118,E2720500183201,ダスキンスクール,大阪府吹田市芳野町5-32,1,,,,,,,,,34.7568986527417,135.488108033398,
1119,E2720500185201,ダスキンピア,大阪府吹田市豊津町1-33,1,,,,,,,,,34.7603853551552,135.49637394814,
1120,E2720500184201,トップ産業ビル,大阪府吹田市豊津町12-43,1,,,,,,,,,34.7591465684184,135.494751464506,
1121,E2720500187201,豊津西中学校,大阪府吹田市豊津町6-1,1,,,1,,,,,1,34.760432355556,135.494513825,
1122,E2722400002201,味生公民館,大阪府摂津市一津屋1-16-13,,,,1,,1,,,1,34.76146877,135.5676449,
1123,E2722400003201,市営一津屋第２団地,大阪府摂津市一津屋1-34-1,1,,,,,,1,,,34.76143141,135.5666985,
1124,E2722400004201,府営摂津味生住宅,大阪府摂津市一津屋1-38-1,1,,,,,,1,,,34.75951169,135.5665557,(住所：大阪府摂津市一津屋1-38-1～2)
1125,E2722400005201,味生小学校,大阪府摂津市一津屋2-19-1,1,,,1,,1,1,,1,34.7600908,135.5649292,
1126,E2722400006201,市営一津屋第１団地,大阪府摂津市一津屋2-26-2,1,,,,,,1,,,34.7621145,135.5656793,
1127,E2722400007201,大阪漁具株式会社,大阪府摂津市一津屋3-13-1,1,,,,,,1,,,34.76580851,135.566892,
1128,E2722400008201,第三中学校,大阪府摂津市学園町1-3-1,1,,,1,,1,1,,1,34.78498346,135.5590044,
1129,E2722400009201,大阪府立摂津高等学校,大阪府摂津市学園町1-5-1,1,,,1,,,1,,1,34.78734797,135.5602616,
1130,E2722400010201,三宅柳田小学校,大阪府摂津市学園町2-9-1,1,,,1,,1,1,,1,34.7841749,135.5602615,
1131,E2722400011201,三星ダイヤモンド工業株式会社　本社　エントランスロビー（１階）、食堂（４階）,大阪府摂津市香露園32-12,1,,,,,,1,,,34.7850244395,135.556491371,
1132,E2722400012201,摂津市民文化ホール,大阪府摂津市香露園32-19,1,,,,,,1,,,34.785676668521,135.55634133786,
1133,E2722400013201,教育センター,大阪府摂津市香露園34-1,1,,,,,,1,,,34.784609716012,135.55728559424,
1134,E2722400016201,大阪職業訓練支援センターＪ棟,大阪府摂津市三島1-2-1,1,,,,,,1,,,34.77504142,135.5626176,
1135,E2722400017201,味舌小学校,大阪府摂津市三島2-13-38,1,,,1,,1,1,,1,34.77653154,135.556285,
1136,E2722400018201,市営三島住宅,大阪府摂津市三島2-5-2,1,,,,,,1,,,34.77840342,135.5587485,
1137,E2722400019201,摂津小学校,大阪府摂津市三島3-14-60,1,,,1,,1,1,,1,34.78141825,135.5557756,
1138,E2722400020201,学校法人浪工学園星翔高等学校知新館,大阪府摂津市三島3-5-36,1,,,1,,,1,,1,34.779058631779,135.55478883707,
1139,E2722400021201,大阪人間科学大学Ａ、Ｂ号館,大阪府摂津市庄屋1-12-13,1,,,,,,1,,,34.77964988,135.5474109,
1140,E2722400022201,太中浄水場,大阪府摂津市昭和園6-11,1,,,,,,1,,,34.789711692523,135.55818314058,
1141,E2722400023201,株式会社　かんでんエンジニアリング,大阪府摂津市新在家2-24-1,1,,,,,,1,,,34.769079,135.568241,
1142,E2722400024201,味舌体育館,大阪府摂津市正雀1-1-6,1,,,,,,1,,1,34.778540235696,135.55161669111,
1143,E2722400025201,薫英学園,大阪府摂津市正雀1-4-1,1,,,,,,1,,,34.778121292771,135.55073000499,
1144,E2722400026201,認定こども園　正雀愛育園　３階、屋上,大阪府摂津市正雀4-12-23,1,,,,,,1,,,34.77270622563,135.5550731019,
1145,E2722400027201,正雀体育館,大阪府摂津市正雀4-2-3,,,,1,,1,,,1,34.77444015,135.5557616,
1146,E2722400028201,市民図書館,大阪府摂津市正雀4-9-25,1,,,1,,1,1,,1,34.77239549,135.5531737,
1147,E2722400029201,安威川公民館,大阪府摂津市正雀4-9-28,1,,,1,,1,1,,1,34.77251888,135.5533829,
1148,E2722400030201,正雀市民ルーム,大阪府摂津市正雀本町1-11-1,1,,,1,,,1,,1,34.775248139,135.5483366479,
1149,E2722400031201,府営摂津正雀住宅,大阪府摂津市正雀本町1-3-1,1,,,,,,1,,,34.77458624,135.5481283,(住所：大阪府摂津市正雀本町1-3-1～7)
1150,E2722400032201,千里丘小学校,大阪府摂津市千里丘3-15-4,,,,1,,1,,,1,34.78912655,135.5442873,
1151,E2722400033201,千里丘公民館,大阪府摂津市千里丘3-9-47,,,,1,,1,,,1,34.78753712,135.547166,
1152,E2722400034201,芦森工業　大阪工場,大阪府摂津市千里丘7-11-61,1,,,1,,,1,,,34.78454508,135.5399557,
1153,E2722400072201,ニプロ株式会社（１階ホール１）,大阪府摂津市千里丘新町3-26,1,,,,,,1,,,34.781461,135.542295,
1154,E2722400035201,子育て総合支援センター遊戯室（旧三宅スポーツセンター）,大阪府摂津市千里丘東1-17-46,,,,1,,1,,,1,34.79274529,135.5549292,
1155,E2722400036201,小規模特養摂津いやし園,大阪府摂津市鳥飼下1-13-15,1,,,,,,1,,,34.77614063,135.5877798,
1156,E2722400037201,特別養護老人ホーム摂津いやし園,大阪府摂津市鳥飼下1-13-7,1,,,,,,1,,1,34.77663412,135.5876027,
1157,E2722400038201,鳥飼小学校,大阪府摂津市鳥飼下1-7-1,1,,,1,,1,1,,1,34.77757674,135.5889976,
1158,E2722400039201,摂津支援学校・とりかい高等支援学校,大阪府摂津市鳥飼上1-1-15,1,,,1,,,1,,,34.785514027721,135.60065491319,
1159,E2722400041201,鳥飼東小学校,大阪府摂津市鳥飼上3-4-51,1,,,1,,1,1,,1,34.78639729,135.5929637,
1160,E2722400043201,第五中学校,大阪府摂津市鳥飼新町1-10-1,1,,,1,,1,1,,1,34.78622106,135.5874437,
1161,E2722400044201,府営摂津鳥飼西住宅,大阪府摂津市鳥飼西2-35-1,1,,,,,,1,,,34.7704661,135.5772968,(住所：大阪府摂津市鳥飼西2-35-1～4)
1162,E2722400045201,鳥飼西小学校,大阪府摂津市鳥飼西3-1-1,1,,,1,,1,1,,1,34.76931493,135.5801303,
1163,E2722400047201,マンハイム淀川公園,大阪府摂津市鳥飼中1-2-10,1,,,,,,1,,,34.781825063229,135.59374473682,
1164,E2722400048201,アーバンハイツ,大阪府摂津市鳥飼中1-30-17,1,,,,,,1,,,34.77949597,135.5899912,
1165,E2722400049201,摂津モラロジー事務所,大阪府摂津市鳥飼中2-9-22,1,,,,,,1,,,34.78353121,135.5915467,
1166,E2722400050201,第二中学校,大阪府摂津市鳥飼八防2-1-1,1,,,1,,1,1,,1,34.77093281,135.575225,
1167,E2722400052202,新鳥飼公民館,大阪府摂津市鳥飼本町1-9-45,,,,1,,1,,,1,34.77896906,135.5858539,
1168,E2722400052201,鳥飼体育館,大阪府摂津市鳥飼本町1-9-45,,,,1,,1,,,1,34.77915412,135.5855749,
