NO,共通ID,施設・場所名,住所,洪水,崖崩れ、土石流及び地滑り,高潮,地震,津波,大規模な火事,内水氾濫,火山現象,指定避難所との住所同一,緯度,経度,備考
1,E2721100001201,白川公民館,大阪府茨木市鮎川1-8-17,1,,,1,,1,1,,1,34.816489551118,135.59345327513,
2,E2721100002201,東小学校,大阪府茨木市鮎川2-5-23,1,,,1,,1,1,,1,34.820494292236,135.59047216587,
3,E2721100003201,安威小学校,大阪府茨木市安威2-21-23,1,,,1,,1,1,,1,34.84946717262,135.56411505434,
4,E2721100004201,市民総合センター（クリエイトセンター）,大阪府茨木市駅前4-6-16,,,,1,,1,1,,1,34.818781168712,135.56837405225,
5,E2721100005201,養精中学校,大阪府茨木市駅前4-7-60,,,,1,,1,1,,1,34.817849166238,135.56801451469,
6,E2721100006201,穂積小学校,大阪府茨木市下穂積2-6-62,1,,,1,,1,1,,1,34.810312931738,135.55494385381,
7,E2721100007201,太田小学校,大阪府茨木市花園1-21-26,,,,1,,1,1,,1,34.846506813569,135.57413624494,
8,E2721100008201,太田中学校,大阪府茨木市花園1-6-10,,,,1,,1,1,,1,34.843691073558,135.57189504711,
9,E2721100009201,東市民体育館,大阪府茨木市学園町4-18,1,,,1,,1,1,,1,34.818298964612,135.59118074102,
10,E2721100010201,東雲中学校,大阪府茨木市学園南町21-7,1,,,1,,1,1,,1,34.813274324057,135.59089193865,
11,E2721100011201,玉島小学校,大阪府茨木市玉島2-11-23,1,,,1,,1,1,,1,34.800334841775,135.58846244684,
12,E2721100012201,北摂つばさ高等学校,大阪府茨木市玉島台2-15,1,,,1,,1,1,,1,34.800494843609,135.58430917209,
13,E2721100013201,高齢者活動支援センターシニアプラザいばらき,大阪府茨木市桑田町24-21,,,,1,,1,1,,1,34.810534285598,135.586215,
14,E2721100014201,郡小学校,大阪府茨木市郡5-26-23,1,,,1,,1,1,,1,34.834450209995,135.5521321504,
15,E2721100015201,西中学校,大阪府茨木市見付山2-5-4,,,,1,,1,1,,1,34.820549609183,135.55355347649,
16,E2721100016201,男女共生センターローズＷＡＭ,大阪府茨木市元町4-7,1,,,1,,1,1,,1,34.81711116,135.5706853,
17,E2721100018201,彩都西中学校,大阪府茨木市彩都あさぎ4-6-7,,,,1,,1,1,,1,34.849076,135.52854,
18,E2721100019201,彩都西小学校,大阪府茨木市彩都あさぎ5-8-1,,1,,1,,1,1,,1,34.851867441406,135.52812402737,
19,E2721100020201,三島小学校,大阪府茨木市三島町3-13,1,,,1,,1,1,,1,34.831183291617,135.57783110655,
20,E2721100021201,北陵中学校,大阪府茨木市山手台1-23-10,,,,1,,1,1,,1,34.854794785711,135.56024144871,
21,E2721100022201,山手台小学校,大阪府茨木市山手台4-9-4,,1,,1,,1,1,,1,34.863819704543,135.5535713747,
22,E2721100023201,茨木西高等学校,大阪府茨木市紫明園10-68,,,,1,,1,1,,1,34.812016,135.55035,
23,E2721100024201,耳原小学校,大阪府茨木市耳原2-20-55,1,,,1,,1,1,,1,34.838781247532,135.56208098984,
24,E2721100025201,南中学校,大阪府茨木市若園町6-41,1,,,1,,1,1,,1,34.801358449549,135.57943527266,
25,E2721100026201,大池コミュニティセンター,大阪府茨木市舟木町11-35,1,,,1,,1,1,,1,34.813841343316,135.57847677078,
26,E2721100027201,豊川小学校,大阪府茨木市宿久庄5-14-5,,,,1,,1,1,,1,34.840011,135.527259,
27,E2721100029201,春日丘高等学校,大阪府茨木市春日2-1-2,,,,1,,1,1,,1,34.817679963467,135.560585022,
28,E2721100030201,茨木工科高等学校,大阪府茨木市春日5-6-41,,,,1,,1,1,,1,34.82520230571,135.56425766377,
29,E2721100031201,市民体育館,大阪府茨木市小川町2-1,1,,,1,,1,1,,1,34.810602041561,135.56979299473,
30,E2721100032201,庄栄小学校,大阪府茨木市庄2-26-5,1,,,1,,1,1,,1,34.826568966376,135.58139715706,
31,E2721100033201,春日コミュニティセンター,大阪府茨木市上穂積2-13-30,,,,1,,1,1,,1,34.825307801176,135.55984592596,
32,E2721100034201,春日小学校,大阪府茨木市上穂東町5-18,1,,,1,,1,1,,1,34.823424129942,135.56122437551,
33,E2721100035201,郡山小学校,大阪府茨木市新郡山2-30-18,,,,1,,1,1,,1,34.830785,135.542982,
34,E2721100036201,茨木高等学校,大阪府茨木市新庄町12-1,1,,,1,,1,1,,1,34.81334875839,135.57099319461,
35,E2721100037201,中条小学校,大阪府茨木市新中条町7-12,1,,,1,,1,1,,1,34.810098460134,135.56562447064,
36,E2721100038201,葦原小学校,大阪府茨木市新和町13-50,1,,,1,,1,1,,1,34.795576,135.576382,
37,E2721100039201,玉櫛小学校,大阪府茨木市水尾3-1-51,1,,,1,,1,1,,1,34.804375,135.573016,
38,E2721100040201,水尾小学校,大阪府茨木市水尾4-7-16,1,,,1,,1,1,,1,34.805706801398,135.57882041495,
39,E2721100041201,三島中学校,大阪府茨木市西河原1-17-10,1,,,1,,1,1,,1,34.829606834485,135.57645201067,
40,E2721100042201,西河原多世代交流センター,大阪府茨木市西河原2-17-4,,,,1,,1,1,,1,34.832637,135.576158,
41,E2721100043201,三島コミュニティセンター,大阪府茨木市西河原2-7-12,1,,,1,,1,1,,1,34.830694889833,135.57508161834,
42,E2721100044201,西河原小学校,大阪府茨木市西河原北町7-33,,,,1,,1,1,,1,34.834598948919,135.57159702586,
43,E2721100045201,福井市民体育館,大阪府茨木市西福井3-30-45,,,,1,,1,1,,1,34.845656,135.549317,
44,E2721100048201,総持寺いのち・愛・ゆめセンター,大阪府茨木市総持寺2-5-36,1,,,1,,1,1,,1,34.83010087452,135.5852625649,
45,E2721100049201,蔵垣内会館,大阪府茨木市蔵垣内3-11-23,,,,1,,1,1,,1,34.792544621085,135.55608665023,
46,E2721100050201,太田公民館,大阪府茨木市太田3-6-18,1,,,1,,1,1,,1,34.84278638823,135.57847247942,
47,E2721100051201,見山公民館,大阪府茨木市大字下音羽163,,1,,1,,1,1,,1,34.901671795991,135.54020319228,
48,E2721100052201,清溪小学校,大阪府茨木市大字泉原857,,1,,1,,1,1,,1,34.884141265655,135.52161776431,
49,E2721100053201,忍頂寺小学校,大阪府茨木市大字忍頂寺31-2,,1,,1,,1,1,,1,34.895331045723,135.54148539585,
50,E2721100054201,大池小学校,大阪府茨木市大池1-5-8,1,,,1,,1,1,,1,34.812473979073,135.58003142981,
51,E2721100055201,天王中学校,大阪府茨木市沢良宜西3-8-5,,,,1,,1,1,,1,34.795502043932,135.56227039171,
52,E2721100056201,玉櫛コミュニティセンター,大阪府茨木市沢良宜東町5-39,1,,,1,,1,1,,1,34.798889650509,135.57320761056,
53,E2721100057201,沢良宜いのち・愛・ゆめセンター,大阪府茨木市沢良宜浜3-12-19,1,,,1,,1,1,,1,34.794364045152,135.57269562615,
54,E2721100058201,中津小学校,大阪府茨木市中津町10-15,1,,,1,,1,1,,1,34.81642840632,135.58370217963,
55,E2721100059201,春日丘小学校,大阪府茨木市中穂積3-3-43,,,,1,,1,1,,1,34.815628170446,135.55399505735,
56,E2721100060201,天王小学校,大阪府茨木市天王2-13-57,1,,,1,,1,1,,1,34.799946315006,135.56218622983,
57,E2721100061201,南市民体育館,大阪府茨木市島3-8-19,1,,,1,,1,1,,1,34.790429089913,135.57385712266,
58,E2721100062201,茨木公民館,大阪府茨木市東宮町1-19,,,,1,,1,1,,1,34.822564694338,135.57458716997,
59,E2721100063201,東奈良小学校,大阪府茨木市東奈良2-5-36,1,,,1,,1,1,,1,34.80513375338,135.56901275916,
60,E2721100064201,福井多世代交流センター,大阪府茨木市東福井2-23-22,,,,1,,1,1,,1,34.849001022276,135.55553000255,
61,E2721100065201,福井小学校,大阪府茨木市東福井2-4-20,1,1,,1,,1,1,,1,34.845540608433,135.55294973213,
62,E2721100066201,豊川中学校,大阪府茨木市藤の里1-16-8,1,,,1,,1,1,,1,34.840108142139,135.54508328954,
63,E2721100067201,豊川コミュニティセンター,大阪府茨木市藤の里2-16-8,,,,1,,1,1,,1,34.836737668128,135.53713654629,
64,E2721100068201,北中学校,大阪府茨木市南安威3-10-3,,,,1,,1,1,,1,34.842868557081,135.55907468847,
65,E2721100069201,西陵中学校,大阪府茨木市南春日丘1-19-6,,,,1,,1,1,,1,34.812417366526,135.54379508561,
66,E2721100070201,沢池小学校,大阪府茨木市南春日丘3-11-6,,1,,1,,1,1,,1,34.816138581777,135.53883366842,
67,E2721100071201,白川小学校,大阪府茨木市白川1-4-1,1,,,1,,1,1,,1,34.816429662657,135.59805313586,
68,E2721100072201,生涯学習センターきらめき,大阪府茨木市畑田町1-43,1,,,1,,1,1,,1,34.82790801897,135.56554387186,
69,E2721100073201,畑田小学校,大阪府茨木市畑田町3-31,,,,1,,1,1,,1,34.827928204421,135.56424191939,
70,E2721100074201,平田中学校,大阪府茨木市平田1-8-20,1,,,1,,1,1,,1,34.805495245721,135.58739104122,
71,E2721100075201,玉島公民館,大阪府茨木市平田2-25-9,1,,,1,,1,1,,1,34.804457418622,135.59005629964,
72,E2721100077201,茨木小学校,大阪府茨木市片桐町8-40,1,,,1,,1,1,,1,34.820704,135.571398,
73,E2721100078201,豊川いのち・愛・ゆめセンター,大阪府茨木市豊川4-4-28,,1,,1,,1,1,,1,34.832024032706,135.53304159713,
74,E2721100079201,西小学校,大阪府茨木市北春日丘3-12-23,,,,1,,1,1,,1,34.820806,135.535598,
75,E2721100080201,東中学校,大阪府茨木市末広町7-4,1,,,1,,1,1,,1,34.819661,135.579363,
76,E2722200001201,上印公園,大阪府羽曳野市はびきの4-298-2,1,1,,1,,,,,,34.55285,135.592238,
77,E2722200002201,埴生南小学校,大阪府羽曳野市はびきの6-6-1,1,1,,1,,,,,1,34.552058,135.585104,
78,E2722200003201,中央スポーツ公園,大阪府羽曳野市伊賀5-6-37,1,1,,1,,,,,,34.561097,135.582134,
79,E2722200004201,はびきの埴生学園,大阪府羽曳野市伊賀5-8-1,1,1,,1,,,,,1,34.55954,135.58339,
80,E2722200005201,伊賀公園,大阪府羽曳野市伊賀6-150,1,1,,1,,,,,,34.562252,135.582734,
81,E2722200007201,羽曳が丘北公園,大阪府羽曳野市羽曳が丘1-201-1,1,1,,1,,,,,,34.546146,135.593911,
82,E2722200006201,羽曳が丘１０丁目公園,大阪府羽曳野市羽曳が丘10-400-195,1,1,,1,,,,,,34.534847,135.589227,
83,E2722200008201,羽曳が丘東公園,大阪府羽曳野市羽曳が丘3-201-1,1,1,,1,,,,,,34.543632,135.59629,
84,E2722200009201,羽曳が丘中公園,大阪府羽曳野市羽曳が丘3-202,1,1,,1,,,,,,34.542132,135.594588,
85,E2722200010201,羽曳が丘小学校,大阪府羽曳野市羽曳が丘6-8-1,1,1,,1,,,,,1,34.540455,135.592778,
86,E2722200011201,羽曳が丘南公園,大阪府羽曳野市羽曳が丘7-201,1,1,,1,,,,,,34.537718,135.595233,
87,E2722200012201,健康ふれあいの郷グラウンド・ゴルフ場,大阪府羽曳野市羽曳が丘9-35-1,1,1,,1,,,,,,34.533535,135.590792,
88,E2722200013201,羽曳が丘西南公園,大阪府羽曳野市羽曳が丘西1-2-4,1,1,,1,,,,,,34.537468,135.590838,
89,E2722200014201,羽曳が丘西北公園,大阪府羽曳野市羽曳が丘西2-6-1,1,1,,1,,,,,,34.543033,135.58893,
90,E2722200015201,羽曳が丘西中公園,大阪府羽曳野市羽曳が丘西3-4-5,1,1,,1,,,,,,34.540076,135.58826,
91,E2722200016201,羽曳が丘西西公園,大阪府羽曳野市羽曳が丘西4-3-14,1,,,1,,,,,,34.54058,135.58514,
92,E2722200017201,羽曳が丘ネオポリス公園,大阪府羽曳野市羽曳が丘西5-5-28,1,1,,1,,,,,,34.543943,135.5827,
93,E2722200018201,学園前１丁目公園,大阪府羽曳野市学園前1-320-80,1,1,,1,,,,,,34.547389,135.588399,
94,E2722200019201,樫山緑地,大阪府羽曳野市樫山357,,1,,1,,,,,,34.557933,135.576817,
95,E2722200021201,駒ヶ谷テニスコート,大阪府羽曳野市駒ケ谷1408-1,1,1,,1,,,,,,34.54894,135.627001,
96,E2722200022201,駒ケ谷古墳公園,大阪府羽曳野市駒ケ谷2-10,1,1,,1,,,,,,34.5535,135.625094,
97,E2722200023201,駒ケ谷小学校,大阪府羽曳野市駒ケ谷344-1,1,1,,1,,,,,1,34.541984,135.626789,
98,E2722200024201,グレープヒルスポーツ公園,大阪府羽曳野市駒ケ谷850,1,1,,1,,,,,,34.546171,135.63292,
99,E2722200020201,府営石川河川公園駒ヶ谷地区,大阪府羽曳野市駒ヶ谷140,1,1,,1,,,,,,34.546127,135.619389,
100,E2722200025201,丹比小学校,大阪府羽曳野市郡戸206,1,1,,1,,,,,1,34.551194,135.57485,
101,E2722200026201,郡戸公園,大阪府羽曳野市郡戸300-123,,1,,1,,,,,,34.553748,135.578403,
102,E2722200027201,しなづせせらぎの道,大阪府羽曳野市恵我之荘1-269-1,,1,,1,,,,,,34.572327,135.578944,
103,E2722200028201,高鷲小学校第２グラウンド（地域グラウンド）,大阪府羽曳野市恵我之荘2-70-1,,1,,1,,,,,,34.575632,135.578071,
104,E2722200029201,羽曳野市立生活文化情報センター　ＬＩＣはびきの,大阪府羽曳野市軽里1-1-1,1,1,,1,,,,,1,34.553768,135.597738,
105,E2722200030201,峰塚公園,大阪府羽曳野市軽里2-85-1,1,1,,1,,,,,,34.551879,135.596264,
106,E2722200031201,古市小学校,大阪府羽曳野市古市1-2-5,1,1,,1,,,,,1,34.554095,135.610417,
107,E2722200032201,石川スポーツ公園,大阪府羽曳野市古市1956,,1,,1,,,,,,34.551289,135.615235,
108,E2722200033201,古市南小学校,大阪府羽曳野市古市5-14-38,1,1,,1,,,,,1,34.547678,135.611007,
109,E2722200034201,青少年児童センター,大阪府羽曳野市向野3-1-33,1,1,,1,,,,,1,34.560733,135.579866,
110,E2722200035201,向野公園,大阪府羽曳野市向野3-265-1,,1,,1,,,,,,34.560807,135.575429,
111,E2722200036201,西浦東小学校,大阪府羽曳野市広瀬75-3,1,1,,1,,,,,1,34.531452,135.612853,
112,E2722200037201,高鷲南小学校,大阪府羽曳野市高鷲2-12-1,1,1,,1,,,,,1,34.566469,135.585399,
113,E2722200038201,高鷲南中学校,大阪府羽曳野市高鷲2-2-1,1,1,,1,,,,,1,34.568365,135.584219,
114,E2722200039201,府立環境農林水産総合研究所,大阪府羽曳野市尺度442,1,1,,1,,,,,,34.534991,135.598754,
115,E2722200040201,道の駅「しらとりの郷・羽曳野」,大阪府羽曳野市埴生野975-3,1,1,,1,,,,,,34.533041,135.587687,
116,E2722200041201,翠鳥園遺跡公園,大阪府羽曳野市翠鳥園362,1,1,,1,,,,,,34.554455,135.602571,
117,E2722200042201,西浦小学校,大阪府羽曳野市西浦1050,1,1,,1,,,,,1,34.537129,135.603479,
118,E2722200043201,府立西浦支援学校,大阪府羽曳野市西浦2-1797,1,1,,1,,,,,1,34.544517,135.605619,
119,E2722200044201,峰塚中学校,大阪府羽曳野市西浦6-48,1,1,,1,,,,,1,34.549868,135.596953,
120,E2722200045201,府立懐風館高校,大阪府羽曳野市大黒776,1,1,,1,,,,,1,34.539447,135.622426,
121,E2722200046201,高鷲小学校,大阪府羽曳野市島泉2-1-19,1,1,,1,,,,,1,34.574128,135.577949,
122,E2722200047201,高鷲北小学校,大阪府羽曳野市島泉4-3-33,1,1,,1,,,,,1,34.578613,135.578317,
123,E2722200048201,羽曳野市立陵南の森総合センター,大阪府羽曳野市島泉8-8-1,1,1,,1,,,,,1,34.5755099413828,135.584689704761,
124,E2722200049201,高鷲中学校,大阪府羽曳野市島泉9-15-4,1,1,,1,,,,,1,34.573262,135.582596,
125,E2722200050201,桃山台１号公園,大阪府羽曳野市桃山台1-324-112,1,,,1,,,,,,34.550626,135.586617,
126,E2722200051201,桃山台２号公園,大阪府羽曳野市桃山台3-130-48,1,1,,1,,,,,,34.550646,135.582933,
127,E2722200052201,河原城中学校,大阪府羽曳野市桃山台4-123,1,1,,1,,,,,1,34.549652,135.580165,
128,E2722200053201,社会福祉法人大阪福祉事業財団児童養護施設高鷲学園,大阪府羽曳野市南恵我之荘2-6-20,1,1,,1,,,,,,34.570421,135.574754,
129,E2722200054201,東除公園,大阪府羽曳野市南恵我之荘3-14-1,,1,,1,,,,,,34.5682,135.576498,
130,E2722200055201,羽曳野市立総合スポーツセンター　はびきのコロセアム,大阪府羽曳野市南恵我之荘4-237-4,1,1,,1,,,,,1,34.563178,135.573354,
131,E2722200056201,新池さくら公園,大阪府羽曳野市南恵我之荘5-859,1,1,,1,,,,,,34.566206,135.571332,
132,E2722200057201,恵我之荘小学校,大阪府羽曳野市南恵我之荘7-8-35,1,1,,1,,,,,1,34.572276,135.570606,
133,E2722200058201,白鳥小学校,大阪府羽曳野市白鳥3-8-17,1,1,,1,,,,,1,34.555866,135.603626,
134,E2722200059201,野々上２丁目緑地,大阪府羽曳野市野々上2-646,1,1,,1,,,,,,34.560076,135.593288,
135,E2722200060201,埴生野公園,大阪府羽曳野市野々上5-462-9,1,1,,1,,,,,,34.562581,135.590659,
136,E2722200061201,羽曳野市民会館,大阪府羽曳野市誉田1-4-4,1,1,,,,,,,1,34.555349,135.610417,
137,E2722200062201,誉田八幡宮,大阪府羽曳野市誉田3-2-8,,1,,1,,,,,,34.558835,135.610558,
138,E2722200063201,誉田中学校,大阪府羽曳野市誉田6-5-37,1,1,,1,,,,,1,34.561555,135.61241,
139,E2722200064201,誉田中学校茶山グラウンド,大阪府羽曳野市誉田6-612,,1,,1,,,,,,34.563618,135.612115,
140,E2721600001201,西中学校,大阪府河内長野市下里町257-3,1,1,,1,,1,1,,1,34.436414188882,135.54061762968,
141,E2721600002201,天野小学校,大阪府河内長野市下里町365,1,1,,1,,1,1,,1,34.437684853322,135.53874997479,
142,E2721600003201,加賀田小学校,大阪府河内長野市加賀田568-1,1,1,,1,,1,1,,1,34.42454729381,135.56382933136,
143,E2721600004201,加賀田公民館,大阪府河内長野市加賀田617-4,,1,,1,,1,1,,1,34.42313240706,135.564153837,
144,E2721600005201,天見公民館,大阪府河内長野市岩瀬1244,1,1,,1,,1,1,,1,34.412429906966,135.59197993966,
145,E2721600006201,奥河内くろまろの郷,大阪府河内長野市高向1218-1,1,1,,1,,1,1,,,34.43628128514,135.5512861679,
146,E2721600007201,高向公民館,大阪府河内長野市高向515-3,1,1,,1,,1,1,,1,34.43844054527,135.55105129384,
147,E2721600008201,高向小学校,大阪府河内長野市高向86,1,1,,1,,1,1,,1,34.434047132656,135.54579523722,
148,E2721600009201,三日市市民ホール,大阪府河内長野市三日市町32-1,1,1,,1,,1,1,,1,34.436817122362,135.57016466237,
149,E2721600010201,千代田中学校,大阪府河内長野市市町1367-1,1,1,,1,,1,1,,1,34.467840864083,135.57081293415,
150,E2721600011201,川上公民館,大阪府河内長野市寺元501,,,,1,,1,1,,1,34.43546837411,135.59846932519,
151,E2721600012201,汐の宮こども園,大阪府河内長野市汐の宮町8-39,1,1,,1,,1,1,,1,34.46901583163,135.57978190026,
152,E2721600013201,汐の宮公園,大阪府河内長野市汐の宮町内,1,1,,1,,1,1,,,34.46733034303,135.58144783491,
153,E2721600014201,あやたホール,大阪府河内長野市小山田町1824-4,1,1,,1,,1,1,,1,34.446174140633,135.54734393196,
154,E2721600016201,小山田小学校,大阪府河内長野市小山田町590-1,1,1,,1,,1,1,,1,34.457012083734,135.55666927518,
155,E2721600017201,寺ケ池公園,大阪府河内長野市小山田町674-5,1,1,,1,,1,1,,,34.458512596132,135.55831088651,
156,E2721600018201,キックス,大阪府河内長野市昭栄町7-1,1,1,,1,,1,1,,1,34.454472921399,135.56045467053,
157,E2721600019201,野作第１公園,大阪府河内長野市昭栄町地内,1,1,,1,,1,1,,,34.453194231698,135.55908357615,
158,E2721600020201,松ケ丘公園,大阪府河内長野市松ケ丘西町内,1,1,,1,,1,1,,,34.47317251094,135.5587080669,
159,E2721600021201,ゆうゆうスペース,大阪府河内長野市上田町200-1,1,1,,1,,1,1,,1,34.440669749848,135.56849348261,
160,E2721600022201,三日市小学校,大阪府河内長野市上田町380,1,1,,1,,1,1,,1,34.438665144793,135.56552548509,
161,E2721600024201,川上小学校,大阪府河内長野市清見台4-18-1,1,1,,1,,1,1,,1,34.436511370413,135.58619660923,
162,E2721600025201,くすのかホール,大阪府河内長野市清見台4-18-2,1,1,,1,,1,1,,1,34.436855741204,135.58650739662,
163,E2721600026201,清見台第５公園,大阪府河内長野市清見台5,1,1,,1,,1,1,,,34.43491458567,135.57815944667,
164,E2721600023201,清見台第１公園,大阪府河内長野市清見台２地内,1,1,,1,,1,1,,,34.436542751239,135.58109914774,
165,E2721600027201,ラブリーホール,大阪府河内長野市西代町12-46,1,1,,1,,1,1,,1,34.453051395787,135.56659408604,
166,E2721600028201,長野小学校,大阪府河内長野市西代町14-1,1,1,,1,,1,1,,1,34.453998836747,135.56472093201,
167,E2721600029201,加賀田中学校,大阪府河内長野市石仏570,1,1,,1,,1,1,,1,34.420565,135.573934,
168,E2721600030201,石仏小学校,大阪府河内長野市石仏662,1,1,,1,,1,1,,1,34.422128798149,135.57371606896,
169,E2721600031201,市民総合体育館,大阪府河内長野市大師町25-1,1,1,,1,,1,1,,1,34.445222484029,135.57172917493,
170,E2721600032201,福祉センター　錦渓苑,大阪府河内長野市大師町26-1,1,1,,1,,1,1,,1,34.446122676995,135.57194276596,
171,E2721600033201,滝畑ふるさと文化財の森センター,大阪府河内長野市滝畑483-3,1,1,,1,,1,1,,1,34.387727884689,135.52594551019,
172,E2721600034201,ノバティホール,大阪府河内長野市長野町5-1-303,1,1,,1,,1,1,,1,34.450512411736,135.57195405912,
173,E2721600035201,天見小学校,大阪府河内長野市天見2370-1,1,1,,1,,1,1,,1,34.398812583287,135.59435112638,
174,E2721600036201,天野公民館,大阪府河内長野市天野町1520-5,1,1,,1,,1,1,,1,34.437981898007,135.53541095671,
175,E2721600037201,南花台小学校跡地,大阪府河内長野市南花台2-11-1,1,1,,1,,1,1,,1,34.430326183627,135.56023818658,
176,E2721600038201,錦秀会看護専門学校,大阪府河内長野市南花台4-24-1,1,1,,1,,1,1,,1,34.423759186346,135.55388756147,
177,E2721600039201,南花台小学校・南花台中学校,大阪府河内長野市南花台6-6-1,1,1,,1,,1,1,,1,34.434068792604,135.55533595434,
178,E2721600040201,南花台公民館,大阪府河内長野市南花台8-4-1,1,1,,1,,1,1,,1,34.434481226294,135.56221849841,
179,E2721600041201,楠小学校,大阪府河内長野市楠町東1011,1,1,,1,,1,1,,1,34.469993496226,135.56219620786,
180,E2721600042201,東中学校,大阪府河内長野市日東町26-1,1,1,,1,,1,1,,1,34.438467873496,135.57833614273,
181,E2721600043201,みのでホール,大阪府河内長野市日野980,1,1,,1,,1,1,,1,34.420675313093,135.54023410016,
182,E2721600045201,美加の台小学校,大阪府河内長野市美加の台3-25-1,1,1,,1,,1,1,,1,34.425976538626,135.58758828776,
183,E2721600047201,美加の台中学校,大阪府河内長野市美加の台7-2-1,1,1,,1,,1,1,,1,34.42427294277,135.58704648154,
184,E2721600044201,美加の台第１公園,大阪府河内長野市美加の台２地内,1,1,,1,,1,1,,,34.43030865204,135.58143710608,
185,E2721600046201,美加の台第２公園,大阪府河内長野市美加の台７地内,1,1,,1,,1,1,,,34.422724458069,135.58481132502,
186,E2721600048201,長野中学校,大阪府河内長野市本多町3-1,1,1,,1,,1,1,,1,34.455082561597,135.5673655901,
187,E2721600049201,千代田公民館,大阪府河内長野市木戸西町1-2-9,1,1,,1,,1,1,,1,34.466936348231,135.56699540495,
188,E2721600050201,千代田小学校,大阪府河内長野市木戸町649,1,1,,1,,1,1,,1,34.469135519767,135.5715070286,
189,E2721600051201,保健センター,大阪府河内長野市木戸東町2-1,1,1,,1,,1,1,,1,34.472166,135.572746,
190,E2738200001201,かなん桜小学校運動場,大阪府河南町さくら坂1-1-1,1,1,,1,,1,,,1,34.475313789128,135.6491614932,
191,E2738200002201,さくら坂南公園,大阪府河南町さくら坂2-3-1,1,1,,1,,1,,,,34.47574676,135.64574063,
192,E2738200003201,さくら坂北公園,大阪府河南町さくら坂3-1-1,1,1,,1,,1,,,,34.48014889,135.64610223,
193,E2738200005201,さくら坂中央公園,大阪府河南町さくら坂4-14-2,1,1,,1,,1,,,,34.477490008793,135.64656034208,
194,E2738200006201,総合運動場,大阪府河南町さくら坂5-1,1,1,,1,,1,,,,34.4811529074,135.6468616056,
195,E2738200007201,白木山公園,大阪府河南町さくら坂5-5-3,1,1,,1,,1,,,,34.48247766,135.64263439,
196,E2738200008201,さくら坂南中央公園,大阪府河南町さくら坂南6-5,1,1,,1,,1,,,,34.473858424522,135.6440035169,
197,E2738200010201,石川公園,大阪府河南町一須賀19-1,1,1,,1,,1,,,,34.506081076914,135.62524014875,
198,E2738200012201,石川こども園園庭,大阪府河南町一須賀76-1,1,1,,1,,1,,,1,34.508098850039,135.62393223607,
199,E2738200019201,中村こども園園庭,大阪府河南町神山19,1,1,,1,,1,,,1,34.478837752638,135.62671267591,
200,E2738200024201,大ヶ塚公園,大阪府河南町大ヶ塚71-1,1,1,,1,,1,,,,34.505087173697,135.62563283845,
201,E2738200025201,大宝西公園,大阪府河南町大宝1-18-1,1,1,,1,,1,,,,34.502528675159,135.63165095903,
202,E2738200027201,大宝中央公園,大阪府河南町大宝1-29-2,1,1,,1,,1,,,,34.502313555324,135.63492866388,
203,E2738200028201,ネオポリス公園,大阪府河南町大宝2-8-1,1,1,,1,,1,,,,34.50536437,135.6344653,
204,E2738200029201,大宝北公園,大阪府河南町大宝3-11-1,1,1,,1,,1,,,,34.50462177,135.63842886,
205,E2738200030201,近つ飛鳥小学校運動場,大阪府河南町大宝3-4-1,1,1,,1,,1,,,1,34.503403032015,135.63902086137,
206,E2738200032201,大宝３丁目東公園,大阪府河南町大宝3-41-53,1,1,,1,,1,,,,34.502896771548,135.6401231003,
207,E2738200033201,大宝東公園,大阪府河南町大宝4-23-1,1,1,,1,,1,,,,34.5010180602704,135.63864440893,
208,E2738200034201,大宝南公園,大阪府河南町大宝4-7-9,1,1,,1,,1,,,,34.50106701,135.63438081,
209,E2738200035201,スーパーセンターオークワ河南店駐車場,大阪府河南町中415,1,1,,1,,1,,,,34.473176404894,135.63056792144,
210,E2738200036201,なかむら公園,大阪府河南町中73-1,1,1,,1,,1,,,,34.4811398888,135.627522917,
211,E2738200038201,大阪芸術大学グラウンド,大阪府河南町東山469,1,1,,1,,1,,,1,34.50939283051,135.6314149706,
212,E2738200042201,中学校運動場,大阪府河南町白木1285,1,1,,1,,1,,,1,34.490732683865,135.62951660875,
213,E2738200049201,鈴美台公園,大阪府河南町鈴美台1-2-1,1,1,,1,,1,,,,34.484242637847,135.6475745996,
214,E2738200050201,鈴美台南公園,大阪府河南町鈴美台1-8-3,1,1,,1,,1,,,,34.4824558703262,135.648104394243,
215,E2738200051201,鈴美台西公園,大阪府河南町鈴美台3-1-6,1,1,,1,,1,,,,34.48382245,135.64166967,
216,E2720800001201,ヴァンテージ二色,大阪府貝塚市浦田76-1,,,,,1,,,,,34.432829589367,135.34436863683,
217,E2720800002202,第一中学校体育館,大阪府貝塚市加神1-5-1,1,,,1,,1,1,,1,34.441607,135.357125,
218,E2720800002201,第一中学校（屋外運動場）,大阪府貝塚市加神1-5-1,,,,1,,1,,,1,34.440862,135.35732,
219,E2720800050201,ひと・ふれあいセンター,大阪府貝塚市海塚2-28-49,,,,1,,1,1,,1,34.443636,135.362478,
220,E2720800007201,第四中学校（屋外運動場）,大阪府貝塚市橋本1385,,,,1,,1,,,1,34.419151,135.363972,
221,E2720800007202,第四中学校体育館,大阪府貝塚市橋本1385,1,,,1,,1,1,,1,34.41943,135.363115,
